,Unnamed: 0,NAME,r ankle_X,r ankle_Y,r knee_X,r knee_Y,r hip_X,r hip_Y,l hip_X,l hip_Y,l knee_X,l knee_Y,l ankle_X,l ankle_Y,pelvis_X,pelvis_Y,thorax_X,thorax_Y,upper neck_X,upper neck_Y,head top_X,head top_Y,r wrist_X,r wrist_Y,r elbow_X,r elbow_Y,r shoulder_X,r shoulder_Y,l shoulder_X,l shoulder_Y,l elbow_X,l elbow_Y,l wrist_X,l wrist_Y,Scale,Activity,Category
0,0,052475643.jpg,58,305,59,192,31,167,94,168,144,192,135,302,63,168,68,65,70.99450000000002,55.10509999999999,88.00549999999998,-1.105099999999993,37,28,22,101,37,60,99,70,128,129,133,60,1.7618354066143638,"sitting, talking in person, on the phone, computer, or text messaging, light effort",miscellaneous
0,0,043194502.jpg,-1,-1,231,366,54,359,75,343,273,351,-1,-1,65,351,63,151,68.96960000000001,140.6361,129.0304,36.3639,215,338,88,323,63,168,63,134,53,1,14,99,3.6099861495579177,"sitting, talking in person, on the phone, computer, or text messaging, light effort",miscellaneous
0,0,029122914.jpg,-1,-1,65,351,66,224,126,223,131,348,-1,-1,96,224,89,95,90.2681,74.1669,94.7319,0.8331000000000017,39,177,26,178,42,98,135,91,160,187,157,168,2.2040834829924205,"truck driving, loading and unloading truck, tying down load, standing, walking and carrying heavy lo",occupation
0,0,061185289.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,218,186,200.09450000000004,141.13330000000002,148.90550000000002,12.866700000000009,38,36,111,103,198,152,237,219,-1,-1,-1,-1,4.1431118739420985,"truck driving, loading and unloading truck, tying down load, standing, walking and carrying heavy lo",occupation
0,0,013949386.jpg,-1,-1,-1,-1,68,261,166,231,-1,-1,-1,-1,117,246,147,104,149.1195,103.0916,284.8805,44.9084,325,239,212,305,124,179,170,29,277,-1,334,-85,4.4311046026922,"truck driving, loading and unloading truck, tying down load, standing, walking and carrying heavy lo",occupation
0,0,029214465.jpg,-1,-1,-1,-1,78,326,29,308,-1,-1,-1,-1,54,317,68,100,86.61349999999999,82.6702,165.3865,9.3298,192,380,124,273,92,113,44,87,51,221,67,359,3.2288697712976906,"truck driving, loading and unloading truck, tying down load, standing, walking and carrying heavy lo",occupation
0,0,036636184.jpg,132,478,136,369,124,220,177,204,181,371,188,480,151,212,95,76,86.08730000000003,71.5436,-0.08730000000002747,28.4564,23,251,76,201,66,104,123,48,195,132,194,242,2.8903812897263226,"truck driving, loading and unloading truck, tying down load, standing, walking and carrying heavy lo",occupation
0,0,045606998.jpg,159,299,172,227,163,184,249,69,204,272,214,409,206,127,119,108,112.34480000000002,110.3768,-0.34480000000002065,150.6232,99,290,74,214,68,99,170,116,275,159,195,245,3.5898256225059173,"truck driving, loading and unloading truck, tying down load, standing, walking and carrying heavy lo",occupation
0,0,051423444.jpg,-1,-1,218,450,257,275,158,297,146,451,-1,-1,208,286,216,96,211.99800000000005,82.6248,182.00199999999995,-17.624799999999993,173,95,203,118,255,91,176,101,97,146,27,131,3.1392330273491966,"truck driving, loading and unloading truck, tying down load, standing, walking and carrying heavy lo",occupation
0,0,059241457.jpg,-1,-1,88,499,103,338,166,334,142,488,-1,-1,135,336,151,132,155.2092,123.334,197.7908,35.666,62,312,62,228,111,128,191,136,227,148,256,123,2.9238659339990263,"truck driving, loading and unloading truck, tying down load, standing, walking and carrying heavy lo",occupation
0,0,004645041.jpg,-1,-1,151,485,133,324,215,335,207,519,-1,-1,174,330,187,140,185.90790000000004,134.93259999999998,163.09209999999996,29.067399999999992,45,90,87,123,137,126,236,154,262,278,253,379,3.248876728963412,"truck driving, loading and unloading truck, tying down load, standing, walking and carrying heavy lo",occupation
0,0,060754485.jpg,206,579,197,474,182,332,259,316,263,469,280,612,221,324,161,125,154.63369999999998,112.5659,103.36630000000002,12.4341,0,246,63,202,112,137,210,112,279,205,302,300,3.3747959938342937,"truck driving, loading and unloading truck, tying down load, standing, walking and carrying heavy lo",occupation
0,0,017052412.jpg,209,537,193,428,169,274,278,269,257,432,257,566,224,272,125,119,122.55830000000003,110.0951,93.44169999999997,3.904899999999998,25,254,56,210,83,117,166,120,146,229,59,253,3.3032929025443685,"truck driving, loading and unloading truck, tying down load, standing, walking and carrying heavy lo",occupation
0,0,094888554.jpg,68,344,73,273,62,178,132,193,127,271,144,369,97,186,108,75,107.75390000000004,68.60230000000001,105.24609999999996,3.397699999999986,7,135,49,119,76,68,139,82,130,138,94,182,1.9575821821829091,"truck driving, loading and unloading truck, tying down load, standing, walking and carrying heavy lo",occupation
0,0,096563203.jpg,-1,-1,-1,-1,118,566,227,577,-1,-1,-1,-1,173,572,315,237,364.6897,193.93560000000002,535.3103,46.064400000000006,430,514,180,462,228,197,401,277,336,428,342,525,6.7734446185083685,"truck driving, loading and unloading truck, tying down load, standing, walking and carrying heavy lo",occupation
0,0,080839735.jpg,255,495,201,312,245,196,363,158,321,357,354,528,304,177,101,91,105.67219999999998,96.2491,15.327800000000025,-5.2490999999999985,220,222,175,152,53,100,149,82,261,193,287,323,4.076469060351128,"truck driving, loading and unloading truck, tying down load, standing, walking and carrying heavy lo",occupation
0,0,030461377.jpg,91,492,107,385,92,252,180,248,201,355,199,469,136,250,190,92,196.03060000000005,82.52340000000001,246.96939999999995,2.4765999999999906,28,228,52,146,134,78,245,105,314,168,410,154,2.8464040472146603,"truck driving, loading and unloading truck, tying down load, standing, walking and carrying heavy lo",occupation
0,0,009767211.jpg,-1,-1,-1,-1,67,342,143,324,-1,-1,-1,-1,105,333,80,149,88.91149999999999,125.0199,126.08850000000001,24.9801,126,273,27,294,34,155,126,142,152,225,153,265,3.2017295326120228,"truck driving, loading and unloading truck, tying down load, standing, walking and carrying heavy lo",occupation
0,0,068423303.jpg,-1,-1,141,318,227,156,160,188,69,326,-1,-1,194,172,83,67,68.59179999999998,63.75819999999999,-22.591799999999978,43.24180000000001,134,170,133,137,113,26,52,108,76,223,60,292,2.8038944345320846,"truck driving, loading and unloading truck, tying down load, standing, walking and carrying heavy lo",occupation
0,0,044015249.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,131,201,145.5447,160.2038,198.4553,11.796199999999999,-1,-1,-1,-1,81,217,180,184,260,196,351,198,4.7267206390900665,"truck driving, loading and unloading truck, tying down load, standing, walking and carrying heavy lo",occupation
0,0,012203823.jpg,190,296,217,215,242,110,315,94,244,287,233,407,279,102,151,71,140.801,67.9332,18.199000000000012,31.0668,24,224,75,160,102,71,199,70,302,156,244,241,3.8407499267721152,"truck driving, loading and unloading truck, tying down load, standing, walking and carrying heavy lo",occupation
0,0,049517691.jpg,-1,-1,169,473,71,299,19,276,98,467,-1,-1,45,288,102,85,112.94,76.4196,193.06,13.5804,218,291,179,234,138,103,66,67,121,174,163,248,3.0547012947258856,"truck driving, loading and unloading truck, tying down load, standing, walking and carrying heavy lo",occupation
0,0,031171108.jpg,-1,-1,-1,-1,84,339,202,346,-1,-1,-1,-1,143,343,187,145,181.8147,112.99400000000003,163.1853,-1.9939999999999998,85,342,68,266,99,146,275,143,264,299,136,329,3.4946175756440065,sitting quietly,inactivity quiet/light
0,0,054671028.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,236,199,236.99009999999998,190.5243,260.0099,-6.524299999999997,252,247,52,258,127,190,344,208,552,238,360,257,5.9516612806845774,"swimming, synchronized",water activities
0,0,018485446.jpg,231,944,-199,886,107,773,385,783,547,880,185,881,246,778,233,355,233.56449999999995,272.2061,235.43550000000005,-2.2060999999999993,128,812,50,671,52,368,414,342,415,713,460,526,8.232559747733388,scrubbing floors,home activities
0,0,096958463.jpg,-1,-1,51,452,53,307,151,306,119,450,-1,-1,102,307,111,122,111.70549999999997,114.18119999999999,122.29450000000003,-3.1812000000000005,18,303,15,222,50,123,172,121,251,201,186,268,3.535176374666475,"mopping, standing, light effort",home activities
0,0,077513282.jpg,-2,474,35,397,35,254,100,252,90,386,77,470,68,253,70,99,75.27890000000002,89.1831,121.72109999999998,2.8169,118,139,61,193,33,97,106,100,125,186,162,246,2.941836161311503,"mopping, standing, light effort",home activities
0,0,093949894.jpg,-1,-1,-1,-1,114,314,244,343,-1,-1,-1,-1,179,329,201,74,203.0,87.0,-1.0,-1.0,53,109,101,197,125,67,277,81,273,290,98,249,3.4938757848555526,"mopping, standing, light effort",home activities
0,0,089482735.jpg,-1,-1,-1,-1,162,305,265,368,-1,-1,-1,-1,214,337,217,82,218.76760000000002,97.3785,205.23239999999998,-20.3785,114,213,100,176,139,94,294,70,244,148,96,119,3.555970753535524,"mopping, standing, light effort",home activities
0,0,092187424.jpg,275,363,282,242,333,121,443,33,371,314,380,422,388,77,166,122,162.41950000000003,121.42920000000001,31.5805,100.57079999999999,123,210,162,167,145,108,186,136,346,150,346,249,3.974736217662752,"mopping, standing, light effort",home activities
0,0,008849250.jpg,86,336,199,275,35,258,95,208,187,187,79,312,65,233,118,106,130.47430000000003,95.25829999999999,213.52569999999997,23.741699999999994,253,264,177,251,116,129,120,82,170,151,226,180,3.2880000000000003,"chambermaid, hotel housekeeper, making bed, cleaning bathroom, pushing cart",occupation
0,0,019598286.jpg,352,316,359,268,370,175,371,176,257,197,264,232,371,176,179,42,110.0,30.0,2.0,13.0,143,109,153,74,170,3,187,80,343,193,221,188,3.2711392510866917,"cleaning, general",home activities
0,0,004522729.jpg,175,349,204,184,104,350,18,285,126,177,124,319,61,318,74,198,62.9805,215.3163,148.0195,81.68369999999999,370,221,261,283,119,264,28,131,159,82,268,58,4.751878786332833,"chambermaid, hotel housekeeper, making bed, cleaning bathroom, pushing cart",occupation
0,0,082873751.jpg,92,592,79,478,56,319,156,320,164,474,169,603,106,320,111,129,109.82339999999999,107.08619999999999,104.17660000000001,1.913800000000002,66,332,31,242,55,130,167,128,175,248,143,331,3.159716442973957,"implied walkingstanding - picking up yard, light, picking flowers or vegetables",lawn and garden
0,0,035675333.jpg,-1,-1,-1,-1,156,490,312,534,-1,-1,-1,-1,234,512,240,206,233.7188,191.0061,153.2812,-1.0061000000000035,70,446,122,357,136,195,343,216,357,465,348,623,6.245397665481358,"implied walkingstanding - picking up yard, light, picking flowers or vegetables",lawn and garden
0,0,028093451.jpg,-1,-1,166,579,131,364,246,368,243,583,-1,-1,189,366,206,140,203.66290000000004,109.77289999999999,193.33709999999996,-23.7729,21,268,112,278,128,145,283,134,269,277,134,249,4.018333983132811,"implied walkingstanding - picking up yard, light, picking flowers or vegetables",lawn and garden
0,0,098688694.jpg,-1,-1,70,365,54,232,114,227,116,371,-1,-1,84,230,69,114,68.03469999999999,112.00049999999999,27.965300000000013,28.999499999999998,54,54,9,105,35,122,102,106,145,177,124,110,2.7650041591288788,"implied walkingstanding - picking up yard, light, picking flowers or vegetables",lawn and garden
0,0,077224477.jpg,39,405,28,322,37,239,113,232,98,340,101,408,75,236,82,103,79.37110000000001,85.182,66.62889999999999,-1.182,24,254,26,187,33,109,131,97,150,165,129,223,2.6189707902151182,"implied walkingstanding - picking up yard, light, picking flowers or vegetables",lawn and garden
0,0,019871568.jpg,-1,-1,-1,-1,225,311,352,355,-1,-1,-1,-1,289,333,292,119,296.0434,136.8844,261.9566,-13.8844,47,264,112,193,213,112,370,125,329,305,185,304,4.63721985676763,"implied walkingstanding - picking up yard, light, picking flowers or vegetables",lawn and garden
0,0,000552212.jpg,-1,-1,66,270,58,185,17,172,65,275,-1,-1,38,179,50,81,56.0,68.0,92.0,4.0,89,126,96,158,61,90,38,71,79,121,77,148,2.2155523013461,"implied walkingstanding - picking up yard, light, picking flowers or vegetables",lawn and garden
0,0,035846573.jpg,203,556,76,424,257,406,317,426,40,433,77,505,287,416,257,205,243.69410000000005,176.9672,167.30589999999995,16.03280000000001,156,307,219,299,221,197,292,213,336,383,185,363,5.3442993928109965,"sitting, talking in person, on the phone, computer, or text messaging, light effort",miscellaneous
0,0,011586906.jpg,-1,-1,149,524,322,402,457,428,231,517,-1,-1,390,415,384,185,382.0,169.0,360.0,-9.0,250,432,268,322,303,173,465,197,508,393,507,541,5.362375592962507,"sitting, talking in person, on the phone, computer, or text messaging, light effort",miscellaneous
0,0,086310343.jpg,238,590,69,510,199,426,367,433,225,484,328,618,283,430,252,221,244.3759,178.8135,214.6241,14.186499999999995,-37,484,67,360,157,225,346,217,433,407,431,537,5.018812608575857,"gardening, general, moderate effort",lawn and garden
0,0,062329813.jpg,79,448,61,368,45,239,103,242,111,367,137,449,74,241,92,99,91.10350000000005,93.09379999999999,75.89649999999995,-7.093800000000002,24,157,39,184,40,101,144,96,163,181,149,179,3.0400526311233484,"implied walkingstanding - picking up yard, light, picking flowers or vegetables",lawn and garden
0,0,006355835.jpg,-1,-1,-1,-1,95,348,210,349,-1,-1,-1,-1,153,349,168,130,165.64749999999998,109.35040000000001,152.35250000000002,-7.350399999999993,33,220,63,262,90,133,245,126,294,260,253,240,3.5236708132287275,"standing, talking in person",miscellaneous
0,0,031098232.jpg,-1,-1,60,323,45,205,121,217,124,326,-1,-1,83,211,83,73,82.56189999999998,71.2475,64.43810000000002,-1.2475000000000023,13,140,14,166,36,76,129,70,161,152,128,142,2.2417850030723288,"standing, talking in person",miscellaneous
0,0,032518332.jpg,-1,-1,-1,-1,25,240,109,249,-1,-1,-1,-1,67,245,76,102,74.8023,87.02879999999999,67.1977,-8.02879999999999,11,245,21,173,31,94,120,110,126,210,101,279,2.8608362413811803,"standing, talking in person",miscellaneous
0,0,072960618.jpg,57,416,58,326,46,224,126,237,111,323,118,416,86,231,91,89,89.56599999999997,73.38560000000001,83.43400000000003,6.614400000000003,36,156,9,164,42,92,139,85,163,169,175,240,2.0115665537088248,"standing, miscellaneous",miscellaneous
0,0,063755747.jpg,-1,-1,-1,-1,69,293,172,303,-1,-1,-1,-1,121,298,128,108,126.19659999999999,91.3537,116.80340000000001,4.6462999999999965,18,290,45,210,70,113,186,102,231,210,168,201,2.616440329913908,"standing, talking in person",miscellaneous
0,0,011959425.jpg,-1,-1,-1,-1,101,417,215,389,-1,-1,-1,-1,158,403,103,156,108.87469999999999,144.8237,179.1253,11.176300000000001,186,337,29,323,36,164,169,148,207,262,227,314,4.529582762242015,"lawn bowling, bocce ball, outdoor",sports
0,0,071324479.jpg,25,342,28,266,26,174,80,176,83,261,84,336,53,175,59,82,59.51079999999999,77.7217,66.48920000000001,19.2783,76,124,18,129,18,81,99,83,96,126,50,114,1.7657542297839752,"lawn bowling, bocce ball, outdoor",sports
0,0,076078505.jpg,-1,-1,105,687,98,391,239,378,205,684,-1,-1,169,385,150,163,152.73630000000003,183.52190000000002,129.26369999999997,7.478100000000012,76,580,45,419,28,174,272,152,321,350,243,521,5.328054053779861,"lawn bowling, bocce ball, outdoor",sports
0,0,056127720.jpg,-1,-1,-1,-1,1018,944,844,420,837,334,830,-29,828,945,-1,-1,-1.0,-1.0,-1.0,-1.0,1094,429,-1,-1,-1,-1,586,382,223,436,23,333,11.813900964541727,serving food in church,religious activities
0,0,077096718.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,727,267,731.1270999999999,290.7755,676.8729000000001,-21.77553,187,443,397,396,554,226,900,308,993,592,798,541,9.516749024745794,serving food in church,religious activities
0,0,042754102.jpg,79,268,76,203,78,146,33,138,22,198,8,256,56,142,68,53,68.26850000000002,42.664199999999994,69.73149999999998,-13.664199999999994,102,143,101,105,98,57,38,49,24,98,11,133,1.6904247986822718,"skiing, downhill",winter activities
0,0,002541913.jpg,164,243,161,126,133,243,43,244,89,220,152,156,88,244,80,116,83.64280000000002,96.9453,102.35719999999998,-0.9453000000000031,239,261,182,214,135,131,24,100,-6,176,13,244,2.9899030084603075,"skiing, downhill",winter activities
0,0,010789143.jpg,169,428,152,307,105,211,38,215,98,290,109,374,72,213,90,70,90.3578,68.53479999999999,110.6422,-14.534800000000004,219,187,169,145,126,71,54,69,49,146,90,181,2.5653069991718334,"skiing, downhill",winter activities
0,0,003142919.jpg,208,688,194,555,101,430,49,429,125,547,133,652,75,430,100,153,116.50900000000001,129.1181,186.49099999999999,27.8819,182,350,146,323,134,171,66,134,121,267,170,335,3.6921018404155648,"skiing, downhill",winter activities
0,0,050857069.jpg,274,559,238,453,204,258,87,279,103,500,-1,-1,146,269,115,94,113.08109999999999,80.14149999999995,98.91890000000001,-22.141500000000008,122,155,168,129,178,88,52,99,11,167,48,114,3.09776693765041,"skiing, cross-country",winter activities
0,0,090756647.jpg,245,381,189,304,127,212,203,185,260,290,307,377,165,199,139,68,139.57399999999984,78.47500000000002,134.42600000000016,-15.474999999999994,33,159,40,131,76,75,201,61,250,89,304,115,2.8227305928834228,"skiing, downhill",winter activities
0,0,024929223.jpg,99,622,223,476,369,322,511,373,343,494,242,628,440,348,532,102,537.3875,119.5093,494.61249999999995,-19.509299999999996,183,135,298,107,432,62,631,142,693,295,674,381,4.363514180107589,"skiing, downhill",winter activities
0,0,041038292.jpg,101,651,131,512,163,340,260,341,279,522,256,649,212,341,193,135,194.50570000000005,148.0036,180.49429999999995,26.996399999999994,42,297,63,221,110,141,275,128,319,262,291,375,3.654467950331485,"skiing, downhill",winter activities
0,0,075555114.jpg,186,558,202,396,131,282,233,280,306,397,303,562,182,281,202,117,195.00699999999995,126.99010000000001,264.99300000000005,27.009900000000002,51,218,50,177,123,107,281,127,339,206,416,265,3.6612391345007773,"skiing, downhill",winter activities
0,0,007697991.jpg,-1,-1,88,583,297,554,487,565,564,650,-1,-1,392,560,431,249,424.7744,276.6355,478.2256,39.36450000000001,106,316,178,234,337,242,525,256,684,140,671,-56,7.296513139849746,"skiing, climbing up",winter activities
0,0,016122129.jpg,68,192,49,142,60,92,80,91,65,147,84,204,70,92,45,33,39.9983,28.126499999999993,11.0017,-0.12649999999999295,24,78,33,68,36,33,53,33,59,71,31,77,1.2145517691724794,"skiing, climbing up",winter activities
0,0,080812038.jpg,-1,-1,-1,-1,80,270,186,329,-1,-1,-1,-1,135,308,328,135,316.0,142.0,469.0,29.0,343,319,248,264,271,130,339,102,291,189,330,230,5.00381294614417,"skiing, climbing up",winter activities
0,0,087146059.jpg,-1,-1,41,260,66,182,121,189,111,260,-1,-1,94,186,77,79,70.0641,59.97579999999999,48.935900000000004,2.0242000000000075,16,170,31,127,37,90,116,68,136,142,104,124,1.8504918265153183,"skiing, climbing up",winter activities
0,0,018657006.jpg,-1,-1,-1,-1,107,275,184,281,-1,-1,-1,-1,146,278,159,159,153.39170000000001,174.7033,184.60829999999999,87.29669999999999,30,168,47,183,108,157,209,161,271,203,297,197,2.7844137623564493,"skiing, climbing up",winter activities
0,0,089255900.jpg,23,210,31,164,56,102,92,114,69,157,63,218,74,108,90,48,93.55270000000002,40.6104,111.44729999999998,3.3896000000000015,31,112,28,67,60,38,120,58,129,97,122,128,1.2389673119174691,"skiing, downhill",winter activities
0,0,053934224.jpg,-1,-1,175,743,139,500,284,515,272,767,-1,-1,212,508,248,214,247.0154,168.5122,243.9846,28.487799999999993,56,381,85,304,158,197,338,231,347,432,194,522,4.2017139360027835,"horse grooming, feeding, cleaning, harnessing and unharnessing",occupation
0,0,080744016.jpg,-1,-1,-1,-1,93,725,400,732,-1,-1,-1,-1,247,729,253,326,263.16920000000005,231.16629999999998,285.83079999999995,19.833699999999993,9,759,6,598,68,313,437,338,443,601,484,849,6.376326214992454,"horse grooming, feeding, cleaning, harnessing and unharnessing",occupation
0,0,089609130.jpg,16,147,15,113,40,107,101,107,86,118,89,176,71,107,82,44,78.99509999999998,32.8391,71.00490000000002,3.160899999999998,22,78,42,74,53,40,110,47,115,87,88,79,0.92204989019033,"horse cart, driving, standing or sitting",sports
0,0,031800347.jpg,54,272,37,193,98,163,144,169,123,211,98,281,121,166,118,82,117.18240000000003,68.2374,112.81759999999997,-5.2374,79,147,78,128,89,79,146,84,154,148,103,156,2.208130430930202,"horse cart, driving, standing or sitting",sports
0,0,011005192.jpg,109,469,141,400,80,285,163,261,185,342,170,440,122,273,109,129,127.13059999999999,106.0346,180.8694,37.9654,60,238,10,207,55,129,163,128,173,210,213,240,2.6017594047105894,"horse grooming, feeding, cleaning, harnessing and unharnessing",occupation
0,0,022793516.jpg,-1,-1,83,405,52,269,108,275,147,381,-1,-1,80,272,55,153,60.404600000000016,142.6065,88.59539999999998,88.3935,46,38,0,93,22,137,87,168,114,212,122,274,1.8331350195771172,"horse grooming, feeding, cleaning, harnessing and unharnessing",occupation
0,0,086073058.jpg,123,323,59,272,60,174,105,168,51,282,61,340,83,171,88,79,84.24470000000002,66.5326,66.75529999999998,8.467399999999998,60,142,110,137,107,73,68,84,62,138,-1,-1,1.8192569911917336,"horse grooming, feeding, cleaning, harnessing and unharnessing",occupation
0,0,000695213.jpg,-1,-1,-1,-1,47,365,165,368,-1,-1,-1,-1,106,367,109,182,105.13369999999998,121.42869999999999,97.86630000000002,7.571300000000001,-14,409,16,327,24,191,193,173,211,348,175,294,3.4226726399116814,"horse grooming, feeding, cleaning, harnessing and unharnessing",occupation
0,0,051074730.jpg,-1,-1,43,386,45,226,109,228,109,385,-1,-1,77,227,86,127,85.13,99.15969999999999,82.87,26.8403,11,191,27,212,37,128,135,126,147,207,85,195,2.1706404584822425,"horse grooming, feeding, cleaning, harnessing and unharnessing",occupation
0,0,022210781.jpg,30,200,54,143,16,128,85,138,120,160,69,185,51,133,75,67,75.5925,55.88980000000001,78.4075,3.110200000000006,85,124,43,101,45,68,105,65,110,117,104,139,1.5856355192792573,"horse grooming, feeding, cleaning, harnessing and unharnessing",occupation
0,0,011986537.jpg,-1,-1,153,214,156,144,93,138,89,225,-1,-1,125,141,137,33,147.45260000000002,17.3211,174.54739999999998,-23.3211,235,117,195,93,182,34,91,31,74,78,70,137,1.4653764021574798,"horse grooming, feeding, cleaning, harnessing and unharnessing",occupation
0,0,033761517.jpg,36,854,42,705,25,465,187,502,206,707,230,865,106,484,108,221,94.5402,161.1786,67.4598,40.8214,-10,497,-1,-1,12,210,204,232,252,387,243,517,3.700983653030637,"video exercise workouts, TV conditioning programs",conditioning exercise
0,0,094290970.jpg,11,266,49,170,109,84,178,80,224,172,272,260,144,82,123,-10,120.52280000000002,-18.25740000000002,98.47719999999998,-91.74259999999998,61,63,40,38,74,-14,172,-7,165,45,119,68,2.3016237746425894,"video exercise workouts, TV conditioning programs",conditioning exercise
0,0,094290970.jpg,11,266,49,170,109,84,178,80,224,172,272,260,144,82,123,-10,120.52280000000002,-18.25740000000002,98.47719999999998,-91.74259999999998,61,63,40,38,74,-14,172,-7,165,45,119,68,2.3016237746425894,"video exercise workouts, TV conditioning programs",conditioning exercise
0,0,032320293.jpg,110,823,106,644,101,417,211,418,217,654,204,784,156,418,174,172,168.71209999999996,150.1227,128.28790000000004,-17.122699999999995,57,426,34,301,67,176,281,167,318,318,240,428,5.161841531856631,"video exercise workouts, TV conditioning programs",conditioning exercise
0,0,051879062.jpg,141,646,73,523,97,326,273,316,292,521,336,650,185,321,148,172,145.0876,160.84980000000002,115.91239999999999,49.150199999999984,18,239,23,311,49,162,247,181,237,352,153,275,3.4634087255188346,"video exercise workouts, TV conditioning programs",conditioning exercise
0,0,070301896.jpg,189,825,98,647,122,459,213,457,168,654,242,815,168,458,182,218,183.0,187.0,191.0,33.0,45,339,127,332,136,204,228,231,237,356,134,361,4.651915734404484,"video exercise workouts, TV conditioning programs",conditioning exercise
0,0,036362960.jpg,67,980,244,874,139,555,315,550,307,857,-1,-1,227,553,264,218,278.0,171.0,336.0,-9.0,110,587,73,416,147,219,381,216,401,421,429,538,5.638008158915699,"video exercise workouts, TV conditioning programs",conditioning exercise
0,0,097178208.jpg,22,359,56,348,60,265,149,251,179,325,168,414,105,258,99,123,93.00550000000001,95.81079999999997,76.99449999999999,23.189200000000028,-4,-50,20,30,47,126,151,120,162,37,162,-41,2.2309675031250458,"video exercise workouts, TV conditioning programs",conditioning exercise
0,0,096244729.jpg,-1,-1,-1,-1,151,706,450,678,-1,-1,-1,-1,301,692,263,304,266.0,239.0,282.0,-16.0,165,879,98,641,87,312,439,295,498,611,534,817,7.642596417448719,"video exercise workouts, TV conditioning programs",conditioning exercise
0,0,025178230.jpg,-1,-1,-1,-1,52,695,285,701,-1,-1,-1,-1,169,698,190,296,186.80240000000003,226.2518,177.19759999999997,16.748199999999997,74,732,18,540,46,288,334,304,340,521,254,726,6.291708829880798,"bicycling, general",bicycling
0,0,049724851.jpg,-1,-1,492,844,525,610,326,493,254,658,161,757,426,552,481,210,464.04100000000017,161.3277,397.95899999999983,-28.327699999999993,486,481,639,487,621,234,341,186,254,361,122,553,6.0251473011039325,"bicycling, general",bicycling
0,0,030087831.jpg,365,606,304,418,177,322,104,292,243,482,228,573,141,307,175,112,178.37620000000004,102.264,214.62379999999996,-2.2640000000000002,314,330,213,236,137,112,213,112,289,168,385,206,3.3190360046254392,"bicycling, general",bicycling
0,0,028484049.jpg,397,740,348,546,374,286,448,278,265,390,422,572,355,280,189,178,184.0,172.0,71.0,40.0,93,438,152,318,157,174,244,185,179,319,76,435,5.199366115210583,"video exercise workouts, TV conditioning programs",conditioning exercise
0,0,003688695.jpg,-1,-1,77,636,96,418,218,427,201,632,-1,-1,157,423,165,199,162.57690000000002,152.7412,156.42309999999998,35.258799999999994,26,362,33,298,65,194,264,203,311,322,340,435,3.5293058807646567,"video exercise workouts, TV conditioning programs",conditioning exercise
0,0,060956433.jpg,-1,-1,142,576,144,367,218,369,231,572,-1,-1,181,368,184,157,181.0,135.0,170.0,23.0,3,354,64,274,113,154,255,159,314,276,394,362,3.3621421742692563,"video exercise workouts, TV conditioning programs",conditioning exercise
0,0,050267902.jpg,124,590,153,445,85,301,183,293,121,429,68,508,134,297,163,117,175.10950000000003,106.2878,254.89049999999997,35.7122,29,227,27,176,94,114,232,119,199,178,273,204,3.1955168596019017,"video exercise workouts, TV conditioning programs",conditioning exercise
0,0,005147875.jpg,317,479,219,474,137,393,179,396,67,465,51,598,158,395,169,255,164.0154,225.3192,151.9846,153.6808,155,72,124,149,137,247,200,263,198,168,221,75,2.1792475765731623,"video exercise workouts, TV conditioning programs",conditioning exercise
0,0,027864646.jpg,351,449,214,461,62,535,142,553,218,466,364,455,102,544,112,274,110.0,277.0,146.0,157.0,79,43,45,179,27,282,196,266,236,173,251,32,3.74968798701972,"video exercise workouts, TV conditioning programs",conditioning exercise
0,0,090826589.jpg,154,652,144,485,297,398,415,437,231,530,-1,-1,356,418,367,176,364.04330000000004,157.8372,341.95669999999996,22.162799999999997,90,175,204,175,287,164,446,187,475,210,533,235,4.123811828878714,"video exercise workouts, TV conditioning programs",conditioning exercise
0,0,014489487.jpg,-6,291,126,397,307,267,355,313,340,527,307,705,331,290,393,85,355.2306,110.899,465.7694,35.101,184,255,220,142,319,91,466,79,576,65,682,50,4.020913329083331,hacky sack,sports
0,0,032078006.jpg,86,283,79,208,48,139,54,139,74,202,36,248,51,139,69,62,77.2928,51.257000000000005,104.7072,15.742999999999995,9,153,26,109,49,57,89,66,110,90,135,91,1.3459271897097551,hacky sack,sports
0,0,018651851.jpg,36,191,15,108,11,43,75,64,89,99,114,186,52,59,94,28,86.0,23.0,137.0,51.0,58,175,60,106,65,51,122,5,97,-8,61,-8,1.7487092382668994,hacky sack,sports
0,0,004077514.jpg,125,235,46,150,86,163,130,172,124,299,138,388,108,168,104,77,105.0,73.0,133.0,4.0,9,168,15,120,60,70,142,80,169,129,198,167,2.2128208241970246,hacky sack,sports
0,0,064517279.jpg,80,315,53,232,37,134,74,135,66,238,48,337,56,135,62,17,59.68300000000005,10.048900000000003,40.31699999999995,-48.0489,10,91,36,61,33,12,90,22,97,106,53,141,1.8372152840644451,"shoveling snow, by hand",lawn and garden
